Season,T1,T1Seed,T2,T2Seed,SeedDiff,Win,T1GamesPlayed,T1Win%,T1MoV,T1FGM,T1FGA,T1FG%,T13PTM,T13PTA,T13PT%,T1FTM,T1FTA,T1FT%,T1OR,T1DR,T1AST,T1TO,T1STL,T1BLK,T1PF,T2GamesPlayed,T2Win%,T2MoV,T2FGM,T2FGA,T2FG%,T23PTM,T23PTA,T23PT%,T2FTM,T2FTA,T2FT%,T2OR,T2DR,T2AST,T2TO,T2STL,T2BLK,T2PF
2003,1421,16,1411,16,0,1,29,0.4482758620689655,6.384615384615385,707,1647,0.4292653309046751,188,522,0.3601532567049808,463,607,0.7627677100494233,12.275862068965518,23.17241379310345,378,470,205,87,554,30,0.6,9.055555555555555,742,1658,0.4475271411338962,178,555,0.3207207207207207,522,842,0.6199524940617577,13.166666666666666,24.8,426,457,193,67,549
2003,1112,1,1436,16,15,1,28,0.8928571428571429,17.28,849,1840,0.4614130434782608,197,562,0.3505338078291815,491,700,0.7014285714285714,15.178571428571429,27.642857142857142,494,414,237,118,497,29,0.6551724137931034,12.052631578947368,720,1620,0.4444444444444444,153,449,0.3407572383073496,373,567,0.6578483245149912,12.96551724137931,25.724137931034484,412,408,199,86,461
2003,1272,7,1113,10,3,0,29,0.7931034482758621,12.695652173913045,762,1740,0.4379310344827586,203,582,0.3487972508591065,434,664,0.6536144578313253,14.06896551724138,25.96551724137931,482,400,214,147,544,29,0.6206896551724138,17.38888888888889,789,1650,0.4781818181818182,116,365,0.3178082191780822,509,760,0.6697368421052632,13.689655172413794,23.310344827586206,451,406,151,123,563
2003,1141,11,1166,6,-5,1,29,0.7931034482758621,11.173913043478262,772,1528,0.5052356020942408,198,520,0.3807692307692307,559,730,0.7657534246575343,10.586206896551724,23.27586206896552,453,529,206,116,608,33,0.8787878787878788,17.79310344827586,947,1896,0.4994725738396624,263,676,0.3890532544378698,458,661,0.6928895612708018,10.87878787878788,23.181818181818183,555,441,277,147,570
2003,1301,9,1143,8,-1,0,30,0.6,15.055555555555555,730,1600,0.45625,239,675,0.3540740740740741,473,614,0.7703583061889251,9.733333333333333,22.03333333333333,440,426,233,92,560,29,0.7241379310344828,10.38095238095238,793,1703,0.465648854961832,186,494,0.3765182186234818,388,566,0.6855123674911661,11.241379310344827,24.379310344827587,464,411,190,81,496
2003,1140,12,1163,5,-7,0,31,0.7419354838709677,14.652173913043478,745,1589,0.4688483322844556,192,500,0.384,564,749,0.753004005340454,10.870967741935484,24.41935483870968,416,426,215,78,664,30,0.7,16.904761904761905,886,1866,0.4748124330117899,182,471,0.386411889596603,447,663,0.6742081447963801,14.766666666666667,27.9,469,474,178,232,552
2003,1161,14,1181,3,-11,0,30,0.5666666666666667,11.411764705882351,792,1563,0.5067178502879078,126,347,0.3631123919308357,510,728,0.7005494505494505,10.8,23.466666666666665,465,484,160,127,617,30,0.8,16.416666666666668,821,1810,0.4535911602209945,220,618,0.3559870550161812,597,842,0.7090261282660333,13.766666666666667,23.1,415,421,255,154,638
2003,1153,8,1211,9,1,0,28,0.6071428571428571,14.176470588235292,641,1587,0.4039067422810334,187,546,0.3424908424908425,416,603,0.6898839137645107,12.142857142857142,23.392857142857142,344,297,145,119,531,31,0.7419354838709677,14.173913043478262,808,1719,0.4700407213496219,222,591,0.3756345177664975,551,764,0.7212041884816754,11.935483870967742,25.32258064516129,488,451,211,109,578
2003,1443,13,1228,4,-9,0,31,0.7419354838709677,13.608695652173912,797,1733,0.4598961338718984,239,652,0.3665644171779141,433,654,0.6620795107033639,12.161290322580646,23.258064516129032,440,470,219,110,572,30,0.8,18.83333333333333,813,1674,0.4856630824372759,223,605,0.3685950413223141,414,573,0.7225130890052356,9.733333333333333,25.4,548,395,210,93,574
2003,1429,15,1242,2,-13,0,30,0.7333333333333333,10.318181818181818,711,1558,0.4563543003851091,121,364,0.3324175824175824,436,607,0.7182866556836903,12.633333333333333,22.366666666666667,417,367,152,60,483,30,0.7666666666666667,22.0,907,1869,0.4852862493311931,144,424,0.3396226415094339,482,724,0.6657458563535912,14.3,26.9,502,447,304,147,501
2003,1221,14,1266,3,-11,0,29,0.8620689655172413,15.08,702,1529,0.4591236102027469,154,428,0.3598130841121495,453,642,0.705607476635514,12.06896551724138,24.310344827586206,447,404,231,130,533,28,0.8214285714285714,14.826086956521738,762,1575,0.4838095238095238,162,427,0.3793911007025761,509,661,0.7700453857791225,13.107142857142858,24.071428571428573,457,380,168,102,522
2003,1356,11,1281,6,-5,0,30,0.8,10.666666666666666,821,1736,0.472926267281106,183,475,0.3852631578947368,411,582,0.7061855670103093,10.833333333333334,22.466666666666665,407,375,239,96,580,31,0.6774193548387096,13.285714285714286,811,1835,0.4419618528610354,232,650,0.3569230769230769,371,563,0.6589698046181173,13.483870967741936,25.90322580645161,426,422,177,134,523
2003,1323,5,1454,12,7,1,31,0.7096774193548387,15.863636363636363,844,1881,0.4486975013290802,257,675,0.3807407407407407,538,708,0.7598870056497176,11.387096774193548,26.870967741935484,524,396,231,175,503,30,0.7666666666666667,12.391304347826088,818,1729,0.4731058415268941,233,654,0.3562691131498471,444,643,0.6905132192846034,11.533333333333331,23.0,513,446,264,108,604
2003,1354,16,1328,1,-15,0,30,0.6666666666666666,9.55,744,1631,0.4561618638871857,155,464,0.334051724137931,541,774,0.6989664082687338,12.966666666666669,24.266666666666666,308,584,240,87,622,30,0.8,15.541666666666666,758,1696,0.4469339622641509,224,569,0.3936731107205624,395,558,0.7078853046594982,12.133333333333333,24.966666666666665,425,354,208,113,558
2003,1360,13,1390,4,-9,0,28,0.6071428571428571,11.647058823529411,706,1499,0.4709806537691794,194,505,0.3841584158415841,485,737,0.6580732700135685,11.535714285714286,26.357142857142858,459,509,151,96,564,31,0.7419354838709677,10.347826086956522,795,1799,0.4419121734296831,215,601,0.3577371048252912,435,644,0.6754658385093167,13.741935483870968,25.12903225806452,454,444,171,104,574
2003,1173,4,1409,13,9,0,29,0.8275862068965517,9.625,710,1572,0.4516539440203562,218,605,0.3603305785123967,473,661,0.7155824508320726,13.482758620689657,23.17241379310345,441,386,156,85,510,31,0.7096774193548387,14.136363636363637,818,1768,0.4626696832579186,206,568,0.3626760563380282,437,601,0.7271214642262895,11.161290322580646,25.806451612903224,458,444,235,155,537
2003,1451,12,1458,5,-7,0,29,0.8620689655172413,9.44,714,1533,0.4657534246575342,177,528,0.3352272727272727,547,745,0.7342281879194631,10.344827586206897,22.75862068965517,414,361,196,19,547,29,0.7586206896551724,18.272727272727277,726,1563,0.4644913627639155,181,504,0.3591269841269841,418,564,0.7411347517730497,10.310344827586206,22.55172413793104,386,305,202,82,430
2003,1386,7,1120,10,3,0,29,0.7931034482758621,16.043478260869566,703,1578,0.4455006337135614,233,634,0.3675078864353312,409,599,0.6828046744574291,11.172413793103448,24.13793103448276,406,375,209,161,544,30,0.6333333333333333,16.157894736842106,771,1641,0.469835466179159,169,490,0.3448979591836735,392,592,0.6621621621621622,11.933333333333334,22.566666666666663,402,477,241,149,491
2003,1139,12,1280,5,-7,1,29,0.8275862068965517,11.5,698,1469,0.4751531654186521,246,634,0.3880126182965299,347,480,0.7229166666666667,7.827586206896552,20.379310344827587,376,302,184,54,466,30,0.7,17.19047619047619,790,1674,0.4719235364396654,167,486,0.3436213991769547,358,529,0.6767485822306238,12.666666666666666,24.6,435,469,262,112,477
2003,1358,15,1196,2,-13,0,27,0.7777777777777778,10.904761904761903,656,1441,0.4552394170714781,175,488,0.3586065573770491,451,635,0.710236220472441,10.77777777777778,25.96296296296296,421,424,211,151,529,31,0.7741935483870968,15.958333333333334,835,1752,0.4765981735159817,269,686,0.3921282798833819,414,587,0.7052810902896082,10.806451612903226,24.258064516129032,509,415,241,127,524
2003,1231,7,1104,10,3,1,32,0.625,12.55,750,1758,0.4266211604095563,241,692,0.3482658959537572,516,724,0.712707182320442,11.21875,25.625,442,368,142,171,578,28,0.6071428571428571,13.176470588235292,673,1601,0.4203622735790131,178,556,0.3201438848920863,416,586,0.7098976109215017,13.571428571428571,23.928571428571427,339,372,185,106,505
2003,1237,16,1246,1,-15,0,32,0.59375,10.947368421052632,782,1726,0.4530706836616454,208,595,0.3495798319327731,508,724,0.7016574585635359,11.6875,20.90625,428,509,262,58,619,32,0.90625,16.06896551724138,911,1869,0.4874264312466559,189,531,0.3559322033898305,470,665,0.706766917293233,12.875,24.15625,518,450,250,163,556
2003,1257,4,1122,13,9,1,30,0.8,18.33333333333333,839,1825,0.4597260273972602,253,702,0.3603988603988604,524,753,0.6958831341301461,13.2,25.1,498,401,216,142,680,27,0.7407407407407407,7.85,636,1406,0.4523470839260313,162,464,0.3491379310344827,448,648,0.691358024691358,10.62962962962963,24.22222222222222,362,411,190,126,504
2003,1268,6,1423,11,5,1,28,0.6785714285714286,23.94736842105263,824,1774,0.4644870349492672,189,475,0.3978947368421052,425,604,0.7036423841059603,13.75,26.75,529,395,305,185,532,30,0.8,16.958333333333332,781,1692,0.4615839243498817,203,552,0.3677536231884058,376,546,0.6886446886446886,9.966666666666669,23.133333333333333,440,344,276,57,553
2003,1160,10,1277,7,-3,0,31,0.6451612903225806,14.0,843,1901,0.4434508153603366,154,473,0.3255813953488372,501,742,0.6752021563342318,14.483870967741936,27.967741935483872,415,434,190,206,549,31,0.6129032258064516,14.789473684210526,714,1584,0.4507575757575757,152,415,0.3662650602409638,504,686,0.7346938775510204,10.67741935483871,24.258064516129032,422,451,198,115,621
2003,1335,11,1329,6,-5,0,27,0.8148148148148148,15.681818181818182,648,1391,0.4658519051042415,243,590,0.411864406779661,356,507,0.7021696252465484,9.333333333333334,24.185185185185187,401,351,194,58,480,29,0.6896551724137931,13.8,715,1607,0.4449284380833851,141,376,0.375,422,648,0.6512345679012346,12.379310344827584,24.06896551724138,355,425,255,162,584
2003,1447,15,1338,2,-13,0,31,0.6774193548387096,11.428571428571429,844,1788,0.4720357941834452,218,568,0.3838028169014084,436,598,0.7290969899665551,12.0,22.35483870967742,499,464,233,87,545,30,0.8666666666666667,19.26923076923077,806,1605,0.5021806853582554,191,533,0.3583489681050656,435,684,0.6359649122807017,11.3,25.366666666666667,533,453,242,123,539
2003,1261,8,1345,9,1,0,31,0.6774193548387096,20.142857142857142,831,1707,0.4868189806678383,209,545,0.3834862385321101,399,616,0.6477272727272727,10.612903225806452,24.516129032258064,508,430,248,129,507,28,0.6428571428571429,16.77777777777778,665,1523,0.4366382140512147,143,434,0.3294930875576037,536,714,0.7507002801120448,10.392857142857142,23.464285714285715,343,387,201,82,555
2003,1393,3,1264,14,11,1,29,0.8275862068965517,14.416666666666666,848,1804,0.4700665188470067,152,460,0.3304347826086956,475,685,0.6934306569343066,14.310344827586206,26.89655172413793,434,395,241,211,481,29,0.7931034482758621,12.304347826086955,752,1669,0.4505692031156381,160,459,0.3485838779956427,545,693,0.7864357864357865,11.310344827586206,23.310344827586206,402,412,266,113,636
2003,1421,16,1400,1,-15,0,29,0.4482758620689655,6.384615384615385,707,1647,0.4292653309046751,188,522,0.3601532567049808,463,607,0.7627677100494233,12.275862068965518,23.17241379310345,378,470,205,87,554,28,0.7857142857142857,14.818181818181818,784,1748,0.448512585812357,164,470,0.3489361702127659,476,666,0.7147147147147147,16.178571428571427,26.142857142857142,406,376,179,108,570
